stat,value,year
008wolfEn,655.7,138
008wolfRe,1046.5,138
008wolfFa,5.4,138
2UDrabbitNum,175.0,138
2UDrabbitEn,62.9,138
2UDrabbitRe,70.3,138
2UDrabbitFa,6.9,138
2UDwolfNum,36.0,138
2UDwolfEn,1664.6,138
2UDwolfRe,2252.4,138
2UDwolfFa,5.4,138
grassNum,3129.0,139
grassEn,193.3,139
grassRe,126.7,139
grassFa,4.8,139
KDFwolfNum,89.0,139
KDFwolfEn,286.0,139
KDFwolfRe,546.2,139
KDFwolfFa,5.4,139
008rabbitNum,29.0,139
008rabbitEn,89.4,139
008rabbitRe,57.0,139
008rabbitFa,7.0,139
KDFrabbitNum,15.0,139
KDFrabbitEn,270.4,139
KDFrabbitRe,350.5,139
KDFrabbitFa,6.3,139
008wolfNum,77.0,139
008wolfEn,655.2,139
008wolfRe,1046.6,139
008wolfFa,5.4,139
2UDrabbitNum,192.0,139
2UDrabbitEn,70.3,139
2UDrabbitRe,70.4,139
2UDrabbitFa,7.1,139
2UDwolfNum,37.0,139
2UDwolfEn,1654.6,139
2UDwolfRe,2252.4,139
2UDwolfFa,5.4,139
grassNum,3150.0,140
grassEn,194.5,140
grassRe,126.7,140
grassFa,4.8,140
KDFwolfNum,89.0,140
KDFwolfEn,285.8,140
KDFwolfRe,546.2,140
KDFwolfFa,5.4,140
008rabbitNum,33.0,140
008rabbitEn,102.0,140
008rabbitRe,57.2,140
008rabbitFa,7.0,140
KDFrabbitNum,15.0,140
KDFrabbitEn,274.9,140
KDFrabbitRe,350.5,140
KDFrabbitFa,6.3,140
008wolfNum,78.0,140
008wolfEn,652.9,140
008wolfRe,1046.6,140
008wolfFa,5.4,140
2UDrabbitNum,205.0,140
2UDrabbitEn,74.4,140
2UDrabbitRe,70.5,140
2UDrabbitFa,6.9,140
2UDwolfNum,38.0,140
2UDwolfEn,1645.5,140
2UDwolfRe,2252.4,140
2UDwolfFa,5.4,140
grassNum,3189.0,141
grassEn,195.0,141
grassRe,126.7,141
grassFa,4.8,141
KDFwolfNum,89.0,141
KDFwolfEn,286.6,141
KDFwolfRe,546.5,141
KDFwolfFa,5.4,141
008rabbitNum,42.0,141
008rabbitEn,99.1,141
008rabbitRe,56.8,141
008rabbitFa,7.1,141
KDFrabbitNum,15.0,141
KDFrabbitEn,252.9,141
KDFrabbitRe,351.0,141
KDFrabbitFa,6.6,141
008wolfNum,79.0,141
008wolfEn,650.4,141
008wolfRe,1046.7,141
008wolfFa,5.4,141
2UDrabbitNum,205.0,141
2UDrabbitEn,78.0,141
2UDrabbitRe,70.5,141
2UDrabbitFa,6.9,141
2UDwolfNum,38.0,141
2UDwolfEn,1655.4,141
2UDwolfRe,2252.4,141
2UDwolfFa,5.4,141
grassNum,3244.0,142
grassEn,194.9,142
grassRe,126.5,142
grassFa,4.8,142
KDFwolfNum,92.0,142
KDFwolfEn,278.9,142
KDFwolfRe,546.3,142
KDFwolfFa,5.4,142
008rabbitNum,59.0,142
008rabbitEn,82.6,142
008rabbitRe,56.6,142
008rabbitFa,7.1,142
KDFrabbitNum,13.0,142
KDFrabbitEn,287.3,142
KDFrabbitRe,352.5,142
KDFrabbitFa,6.4,142
008wolfNum,80.0,142
008wolfEn,651.9,142
008wolfRe,1046.7,142
008wolfFa,5.4,142
2UDrabbitNum,206.0,142
2UDrabbitEn,75.7,142
2UDrabbitRe,70.4,142
2UDrabbitFa,7.0,142
2UDwolfNum,38.0,142
2UDwolfEn,1664.6,142
2UDwolfRe,2252.4,142
2UDwolfFa,5.4,142
grassNum,3279.0,143
grassEn,195.1,143
grassRe,126.4,143
grassFa,4.8,143
KDFwolfNum,96.0,143
KDFwolfEn,268.5,143
KDFwolfRe,546.2,143
KDFwolfFa,5.4,143
008rabbitNum,76.0,143
008rabbitEn,78.8,143
008rabbitRe,56.7,143
008rabbitFa,7.1,143
KDFrabbitNum,13.0,143
KDFrabbitEn,300.1,143
KDFrabbitRe,352.5,143
KDFrabbitFa,6.4,143
008wolfNum,83.0,143
008wolfEn,648.5,143
008wolfRe,1046.7,143
008wolfFa,5.4,143
2UDrabbitNum,206.0,143
2UDrabbitEn,75.1,143
2UDrabbitRe,70.5,143
2UDrabbitFa,7.1,143
2UDwolfNum,38.0,143
2UDwolfEn,1672.6,143
2UDwolfRe,2252.4,143
2UDwolfFa,5.4,143
grassNum,3304.0,144
grassEn,195.8,144
grassRe,126.5,144
grassFa,4.9,144
KDFwolfNum,96.0,144
KDFwolfEn,267.2,144
KDFwolfRe,546.0,144
KDFwolfFa,5.4,144
008rabbitNum,100.0,144
008rabbitEn,70.0,144
008rabbitRe,56.7,144
008rabbitFa,7.1,144
KDFrabbitNum,12.0,144
KDFrabbitEn,332.3,144
KDFrabbitRe,352.2,144
KDFrabbitFa,6.5,144
008wolfNum,85.0,144
008wolfEn,647.8,144
008wolfRe,1046.8,144
008wolfFa,5.4,144
2UDrabbitNum,205.0,144
2UDrabbitEn,73.0,144
2UDrabbitRe,70.6,144
2UDrabbitFa,7.0,144
2UDwolfNum,40.0,144
2UDwolfEn,1646.9,144
2UDwolfRe,2252.5,144
2UDwolfFa,5.5,144
grassNum,3333.0,145
grassEn,195.8,145
grassRe,126.3,145
grassFa,4.9,145
KDFwolfNum,95.0,145
KDFwolfEn,268.2,145
KDFwolfRe,546.2,145
KDFwolfFa,5.4,145
008rabbitNum,115.0,145
008rabbitEn,65.3,145
008rabbitRe,56.7,145
008rabbitFa,7.1,145
KDFrabbitNum,12.0,145
KDFrabbitEn,343.7,145
KDFrabbitRe,352.2,145
KDFrabbitFa,6.5,145
008wolfNum,86.0,145
008wolfEn,653.4,145
008wolfRe,1046.8,145
008wolfFa,5.4,145
2UDrabbitNum,214.0,145
2UDrabbitEn,72.2,145
2UDrabbitRe,70.2,145
2UDrabbitFa,7.4,145
2UDwolfNum,42.0,145
2UDwolfEn,1623.3,145
2UDwolfRe,2252.4,145
2UDwolfFa,5.5,145
grassNum,3347.0,146
grassEn,196.5,146
grassRe,126.2,146
grassFa,4.9,146
KDFwolfNum,95.0,146
KDFwolfEn,266.4,146
KDFwolfRe,546.2,146
KDFwolfFa,5.4,146
008rabbitNum,131.0,146
008rabbitEn,63.4,146
008rabbitRe,56.8,146
008rabbitFa,7.1,146
KDFrabbitNum,12.0,146
KDFrabbitEn,362.8,146
KDFrabbitRe,352.2,146
KDFrabbitFa,6.5,146
008wolfNum,88.0,146
008wolfEn,655.3,146
008wolfRe,1046.8,146
008wolfFa,5.4,146
2UDrabbitNum,225.0,146
2UDrabbitEn,71.7,146
2UDrabbitRe,70.1,146
2UDrabbitFa,7.4,146
2UDwolfNum,42.0,146
2UDwolfEn,1630.1,146
2UDwolfRe,2252.4,146
2UDwolfFa,5.5,146
grassNum,3351.0,147
grassEn,197.7,147
grassRe,126.2,147
grassFa,4.9,147
KDFwolfNum,96.0,147
KDFwolfEn,263.3,147
KDFwolfRe,546.1,147
KDFwolfFa,5.4,147
008rabbitNum,144.0,147
008rabbitEn,72.9,147
008rabbitRe,57.0,147
008rabbitFa,7.1,147
KDFrabbitNum,13.0,147
KDFrabbitEn,339.3,147
KDFrabbitRe,352.1,147
KDFrabbitFa,6.8,147
008wolfNum,89.0,147
008wolfEn,659.9,147
008wolfRe,1046.7,147
008wolfFa,5.4,147
2UDrabbitNum,225.0,147
2UDrabbitEn,71.2,147
2UDrabbitRe,70.2,147
2UDrabbitFa,7.4,147
2UDwolfNum,43.0,147
2UDwolfEn,1617.7,147
2UDwolfRe,2252.5,147
2UDwolfFa,5.5,147
grassNum,3402.0,148
grassEn,196.9,148
grassRe,126.1,148
grassFa,4.9,148
KDFwolfNum,97.0,148
KDFwolfEn,258.8,148
KDFwolfRe,546.1,148
KDFwolfFa,5.4,148
008rabbitNum,148.0,148
008rabbitEn,67.1,148
008rabbitRe,57.0,148
008rabbitFa,7.1,148
KDFrabbitNum,13.0,148
KDFrabbitEn,305.3,148
KDFrabbitRe,351.2,148
KDFrabbitFa,6.4,148
008wolfNum,91.0,148
008wolfEn,675.7,148
008wolfRe,1046.9,148
008wolfFa,5.4,148
2UDrabbitNum,207.0,148
2UDrabbitEn,66.7,148
2UDrabbitRe,69.9,148
2UDrabbitFa,7.2,148
2UDwolfNum,43.0,148
2UDwolfEn,1627.8,148
2UDwolfRe,2252.5,148
2UDwolfFa,5.5,148
grassNum,3432.0,149
grassEn,196.6,149
grassRe,126.0,149
grassFa,4.9,149
KDFwolfNum,96.0,149
KDFwolfEn,258.8,149
KDFwolfRe,546.0,149
KDFwolfFa,5.4,149
008rabbitNum,150.0,149
008rabbitEn,70.8,149
008rabbitRe,57.0,149
008rabbitFa,7.0,149
KDFrabbitNum,14.0,149
KDFrabbitEn,275.6,149
KDFrabbitRe,351.7,149
KDFrabbitFa,6.3,149
008wolfNum,94.0,149
008wolfEn,676.3,149
008wolfRe,1046.8,149
008wolfFa,5.4,149
2UDrabbitNum,207.0,149
2UDrabbitEn,72.8,149
2UDrabbitRe,69.6,149
2UDrabbitFa,7.2,149
2UDwolfNum,43.0,149
2UDwolfEn,1628.7,149
2UDwolfRe,2252.5,149
2UDwolfFa,5.5,149
grassNum,3444.0,150
grassEn,196.7,150
grassRe,126.0,150
grassFa,4.9,150
KDFwolfNum,94.0,150
KDFwolfEn,259.5,150
KDFwolfRe,546.1,150
KDFwolfFa,5.4,150
008rabbitNum,162.0,150
008rabbitEn,73.5,150
008rabbitRe,57.3,150
008rabbitFa,7.0,150
KDFrabbitNum,14.0,150
KDFrabbitEn,278.8,150
KDFrabbitRe,351.7,150
KDFrabbitFa,6.3,150
008wolfNum,98.0,150
008wolfEn,670.6,150
008wolfRe,1046.8,150
008wolfFa,5.4,150
2UDrabbitNum,218.0,150
2UDrabbitEn,69.8,150
2UDrabbitRe,69.2,150
2UDrabbitFa,7.5,150
2UDwolfNum,43.0,150
2UDwolfEn,1631.7,150
2UDwolfRe,2252.5,150
2UDwolfFa,5.5,150
grassNum,3456.0,151
grassEn,196.4,151
grassRe,125.9,151
grassFa,5.0,151
KDFwolfNum,94.0,151
KDFwolfEn,256.6,151
KDFwolfRe,546.1,151
KDFwolfFa,5.4,151
008rabbitNum,162.0,151
008rabbitEn,90.0,151
008rabbitRe,57.4,151
008rabbitFa,7.0,151
KDFrabbitNum,13.0,151
KDFrabbitEn,308.3,151
KDFrabbitRe,353.2,151
KDFrabbitFa,6.4,151
008wolfNum,101.0,151
008wolfEn,671.4,151
008wolfRe,1046.8,151
008wolfFa,5.4,151
2UDrabbitNum,226.0,151
2UDrabbitEn,71.2,151
2UDrabbitRe,69.2,151
2UDrabbitFa,7.4,151
2UDwolfNum,43.0,151
2UDwolfEn,1632.7,151
2UDwolfRe,2252.5,151
2UDwolfFa,5.5,151
grassNum,3483.0,152
grassEn,196.4,152
grassRe,125.7,152
grassFa,5.0,152
KDFwolfNum,93.0,152
KDFwolfEn,255.0,152
KDFwolfRe,546.0,152
KDFwolfFa,5.4,152
008rabbitNum,173.0,152
008rabbitEn,83.1,152
008rabbitRe,57.3,152
008rabbitFa,7.0,152
KDFrabbitNum,13.0,152
KDFrabbitEn,300.1,152
KDFrabbitRe,352.7,152
KDFrabbitFa,6.7,152
008wolfNum,102.0,152
008wolfEn,677.6,152
008wolfRe,1046.9,152
008wolfFa,5.4,152
2UDrabbitNum,217.0,152
2UDrabbitEn,69.6,152
2UDrabbitRe,69.7,152
2UDrabbitFa,7.1,152
2UDwolfNum,43.0,152
2UDwolfEn,1641.0,152
2UDwolfRe,2252.5,152
2UDwolfFa,5.5,152
grassNum,3522.0,153
grassEn,196.2,153
grassRe,125.8,153
grassFa,5.0,153
KDFwolfNum,92.0,153
KDFwolfEn,253.1,153
KDFwolfRe,545.8,153
KDFwolfFa,5.4,153
008rabbitNum,185.0,153
008rabbitEn,80.4,153
008rabbitRe,57.4,153
008rabbitFa,7.0,153
KDFrabbitNum,12.0,153
KDFrabbitEn,332.5,153
KDFrabbitRe,352.9,153
KDFrabbitFa,6.4,153
008wolfNum,105.0,153
008wolfEn,678.7,153
008wolfRe,1046.8,153
008wolfFa,5.4,153
2UDrabbitNum,206.0,153
2UDrabbitEn,69.5,153
2UDrabbitRe,70.0,153
2UDrabbitFa,6.7,153
2UDwolfNum,43.0,153
2UDwolfEn,1643.2,153
2UDwolfRe,2252.5,153
2UDwolfFa,5.5,153
grassNum,3538.0,154
grassEn,196.3,154
grassRe,125.7,154
grassFa,5.0,154
KDFwolfNum,90.0,154
KDFwolfEn,253.8,154
KDFwolfRe,545.9,154
KDFwolfFa,5.4,154
008rabbitNum,190.0,154
008rabbitEn,76.2,154
008rabbitRe,57.8,154
008rabbitFa,6.9,154
KDFrabbitNum,13.0,154
KDFrabbitEn,304.6,154
KDFrabbitRe,352.7,154
KDFrabbitFa,6.7,154
008wolfNum,108.0,154
008wolfEn,681.6,154
008wolfRe,1046.8,154
008wolfFa,5.4,154
2UDrabbitNum,217.0,154
2UDrabbitEn,70.2,154
2UDrabbitRe,70.0,154
2UDrabbitFa,6.4,154
2UDwolfNum,43.0,154
2UDwolfEn,1646.9,154
2UDwolfRe,2252.5,154
2UDwolfFa,5.5,154
grassNum,3562.0,155
grassEn,196.2,155
grassRe,125.6,155
grassFa,5.0,155
KDFwolfNum,90.0,155
KDFwolfEn,249.0,155
KDFwolfRe,545.9,155
KDFwolfFa,5.4,155
008rabbitNum,179.0,155
008rabbitEn,78.3,155
008rabbitRe,57.9,155
008rabbitFa,6.9,155
KDFrabbitNum,12.0,155
KDFrabbitEn,329.6,155
KDFrabbitRe,352.9,155
KDFrabbitFa,6.4,155
008wolfNum,109.0,155
008wolfEn,688.4,155
008wolfRe,1046.9,155
008wolfFa,5.4,155
2UDrabbitNum,228.0,155
2UDrabbitEn,73.1,155
2UDrabbitRe,69.8,155
2UDrabbitFa,6.4,155
2UDwolfNum,44.0,155
2UDwolfEn,1634.3,155
2UDwolfRe,2252.5,155
2UDwolfFa,5.4,155
grassNum,3582.0,156
grassEn,196.2,156
grassRe,125.8,156
grassFa,5.0,156
KDFwolfNum,89.0,156
KDFwolfEn,249.1,156
KDFwolfRe,546.1,156
KDFwolfFa,5.4,156
008rabbitNum,183.0,156
008rabbitEn,79.3,156
008rabbitRe,57.8,156
008rabbitFa,6.9,156
KDFrabbitNum,13.0,156
KDFrabbitEn,303.9,156
KDFrabbitRe,351.3,156
KDFrabbitFa,6.3,156
008wolfNum,112.0,156
008wolfEn,693.4,156
008wolfRe,1046.9,156
008wolfFa,5.4,156
2UDrabbitNum,231.0,156
2UDrabbitEn,68.5,156
2UDrabbitRe,69.8,156
2UDrabbitFa,6.4,156
2UDwolfNum,44.0,156
2UDwolfEn,1636.5,156
2UDwolfRe,2252.5,156
2UDwolfFa,5.4,156
grassNum,3594.0,157
grassEn,196.7,157
grassRe,125.7,157
grassFa,5.0,157
KDFwolfNum,88.0,157
KDFwolfEn,250.0,157
KDFwolfRe,546.2,157
KDFwolfFa,5.4,157
008rabbitNum,187.0,157
008rabbitEn,76.7,157
008rabbitRe,57.7,157
008rabbitFa,7.0,157
KDFrabbitNum,13.0,157
KDFrabbitEn,309.0,157
KDFrabbitRe,351.3,157
KDFrabbitFa,6.3,157
008wolfNum,116.0,157
008wolfEn,689.4,157
008wolfRe,1046.9,157
008wolfFa,5.4,157
2UDrabbitNum,246.0,157
2UDrabbitEn,66.9,157
2UDrabbitRe,69.8,157
2UDrabbitFa,6.6,157
2UDwolfNum,44.0,157
2UDwolfEn,1646.1,157
2UDwolfRe,2252.5,157
2UDwolfFa,5.4,157
grassNum,3590.0,158
grassEn,197.3,158
grassRe,125.8,158
grassFa,5.0,158
KDFwolfNum,86.0,158
KDFwolfEn,253.3,158
KDFwolfRe,546.3,158
KDFwolfFa,5.4,158
008rabbitNum,185.0,158
008rabbitEn,78.9,158
008rabbitRe,57.7,158
008rabbitFa,7.0,158
KDFrabbitNum,12.0,158
KDFrabbitEn,340.6,158
KDFrabbitRe,350.7,158
KDFrabbitFa,6.4,158
008wolfNum,118.0,158
008wolfEn,692.7,158
008wolfRe,1046.9,158
008wolfFa,5.4,158
2UDrabbitNum,263.0,158
2UDrabbitEn,68.7,158
2UDrabbitRe,69.7,158
2UDrabbitFa,6.6,158
2UDwolfNum,44.0,158
2UDwolfEn,1652.7,158
2UDwolfRe,2252.5,158
2UDwolfFa,5.4,158
grassNum,3595.0,159
grassEn,197.2,159
grassRe,125.9,159
grassFa,5.0,159
KDFwolfNum,85.0,159
KDFwolfEn,252.0,159
KDFwolfRe,546.6,159
KDFwolfFa,5.4,159
008rabbitNum,190.0,159
008rabbitEn,78.1,159
008rabbitRe,57.7,159
008rabbitFa,7.0,159
KDFrabbitNum,10.0,159
KDFrabbitEn,427.0,159
KDFrabbitRe,352.4,159
KDFrabbitFa,6.3,159
008wolfNum,119.0,159
008wolfEn,697.6,159
008wolfRe,1046.9,159
008wolfFa,5.4,159
2UDrabbitNum,278.0,159
2UDrabbitEn,67.9,159
2UDrabbitRe,69.8,159
2UDrabbitFa,6.4,159
2UDwolfNum,45.0,159
2UDwolfEn,1648.5,159
2UDwolfRe,2252.5,159
2UDwolfFa,5.4,159
grassNum,3604.0,160
grassEn,197.6,160
grassRe,125.9,160
grassFa,5.0,160
KDFwolfNum,85.0,160
KDFwolfEn,248.7,160
KDFwolfRe,546.6,160
KDFwolfFa,5.4,160
008rabbitNum,208.0,160
008rabbitEn,78.1,160
008rabbitRe,57.4,160
008rabbitFa,7.1,160
KDFrabbitNum,10.0,160
KDFrabbitEn,447.8,160
KDFrabbitRe,352.4,160
KDFrabbitFa,6.3,160
008wolfNum,119.0,160
008wolfEn,702.1,160
008wolfRe,1046.9,160
008wolfFa,5.4,160
2UDrabbitNum,275.0,160
2UDrabbitEn,66.8,160
2UDrabbitRe,69.8,160
2UDrabbitFa,6.3,160
2UDwolfNum,45.0,160
2UDwolfEn,1664.2,160
2UDwolfRe,2252.5,160
2UDwolfFa,5.4,160
grassNum,3609.0,161
grassEn,197.6,161
grassRe,126.0,161
grassFa,5.0,161
KDFwolfNum,85.0,161
KDFwolfEn,246.4,161
KDFwolfRe,546.7,161
KDFwolfFa,5.4,161
008rabbitNum,234.0,161
008rabbitEn,73.6,161
008rabbitRe,57.3,161
008rabbitFa,7.1,161
KDFrabbitNum,12.0,161
KDFrabbitEn,358.7,161
KDFrabbitRe,352.7,161
KDFrabbitFa,6.5,161
008wolfNum,123.0,161
008wolfEn,696.3,161
008wolfRe,1046.9,161
008wolfFa,5.4,161
2UDrabbitNum,285.0,161
2UDrabbitEn,68.1,161
2UDrabbitRe,69.6,161
2UDrabbitFa,6.4,161
2UDwolfNum,45.0,161
2UDwolfEn,1666.6,161
2UDwolfRe,2252.5,161
2UDwolfFa,5.4,161
grassNum,3612.0,162
grassEn,197.1,162
grassRe,126.1,162
grassFa,5.0,162
KDFwolfNum,85.0,162
KDFwolfEn,243.6,162
KDFwolfRe,546.7,162
KDFwolfFa,5.4,162
008rabbitNum,254.0,162
008rabbitEn,70.9,162
008rabbitRe,57.3,162
008rabbitFa,7.2,162
KDFrabbitNum,10.0,162
KDFrabbitEn,455.1,162
KDFrabbitRe,352.5,162
KDFrabbitFa,6.3,162
008wolfNum,125.0,162
008wolfEn,699.7,162
008wolfRe,1047.0,162
008wolfFa,5.4,162
2UDrabbitNum,305.0,162
2UDrabbitEn,68.4,162
2UDrabbitRe,69.5,162
2UDrabbitFa,6.4,162
2UDwolfNum,47.0,162
2UDwolfEn,1633.1,162
2UDwolfRe,2252.6,162
2UDwolfFa,5.4,162
grassNum,3573.0,163
grassEn,197.8,163
grassRe,126.2,163
grassFa,5.0,163
KDFwolfNum,87.0,163
KDFwolfEn,234.4,163
KDFwolfRe,546.6,163
KDFwolfFa,5.4,163
008rabbitNum,272.0,163
008rabbitEn,73.9,163
008rabbitRe,57.1,163
008rabbitFa,7.1,163
KDFrabbitNum,10.0,163
KDFrabbitEn,480.2,163
KDFrabbitRe,352.5,163
KDFrabbitFa,6.3,163
008wolfNum,128.0,163
008wolfEn,699.3,163
008wolfRe,1046.9,163
008wolfFa,5.4,163
2UDrabbitNum,311.0,163
2UDrabbitEn,74.2,163
2UDrabbitRe,69.6,163
2UDrabbitFa,6.3,163
2UDwolfNum,48.0,163
2UDwolfEn,1622.7,163
2UDwolfRe,2252.5,163
2UDwolfFa,5.4,163
grassNum,3577.0,164
grassEn,197.2,164
grassRe,126.3,164
grassFa,5.0,164
KDFwolfNum,86.0,164
KDFwolfEn,238.7,164
KDFwolfRe,546.7,164
KDFwolfFa,5.4,164
008rabbitNum,290.0,164
008rabbitEn,71.5,164
008rabbitRe,57.0,164
008rabbitFa,7.1,164
KDFrabbitNum,12.0,164
KDFrabbitEn,386.1,164
KDFrabbitRe,350.6,164
KDFrabbitFa,6.5,164
008wolfNum,129.0,164
008wolfEn,703.1,164
008wolfRe,1046.9,164
008wolfFa,5.4,164
2UDrabbitNum,318.0,164
2UDrabbitEn,73.1,164
2UDrabbitRe,69.8,164
2UDrabbitFa,6.0,164
2UDwolfNum,48.0,164
2UDwolfEn,1627.9,164
2UDwolfRe,2252.5,164
2UDwolfFa,5.4,164
grassNum,3573.0,165
grassEn,197.2,165
grassRe,126.3,165
grassFa,5.0,165
KDFwolfNum,85.0,165
KDFwolfEn,240.5,165
KDFwolfRe,546.5,165
KDFwolfFa,5.4,165
008rabbitNum,315.0,165
008rabbitEn,69.5,165
008rabbitRe,57.0,165
008rabbitFa,7.1,165
KDFrabbitNum,13.0,165
KDFrabbitEn,263.9,165
KDFrabbitRe,350.6,165
KDFrabbitFa,6.4,165
008wolfNum,129.0,165
008wolfEn,707.2,165
008wolfRe,1046.9,165
008wolfFa,5.4,165
2UDrabbitNum,330.0,165
2UDrabbitEn,68.4,165
2UDrabbitRe,69.8,165
2UDrabbitFa,6.0,165
2UDwolfNum,48.0,165
2UDwolfEn,1635.4,165
2UDwolfRe,2252.5,165
2UDwolfFa,5.4,165
grassNum,3553.0,166
grassEn,198.6,166
grassRe,126.3,166
grassFa,5.0,166
KDFwolfNum,86.0,166
KDFwolfEn,233.0,166
KDFwolfRe,546.5,166
KDFwolfFa,5.4,166
008rabbitNum,339.0,166
008rabbitEn,65.9,166
008rabbitRe,56.9,166
008rabbitFa,7.2,166
KDFrabbitNum,13.0,166
KDFrabbitEn,273.1,166
KDFrabbitRe,350.6,166
KDFrabbitFa,6.4,166
008wolfNum,130.0,166
008wolfEn,707.2,166
008wolfRe,1046.9,166
008wolfFa,5.4,166
2UDrabbitNum,348.0,166
2UDrabbitEn,66.2,166
2UDrabbitRe,69.8,166
2UDrabbitFa,6.1,166
2UDwolfNum,49.0,166
2UDwolfEn,1626.1,166
2UDwolfRe,2252.5,166
2UDwolfFa,5.4,166
grassNum,3566.0,167
grassEn,199.1,167
grassRe,126.4,167
grassFa,5.0,167
KDFwolfNum,86.0,167
KDFwolfEn,229.0,167
KDFwolfRe,546.5,167
KDFwolfFa,5.4,167
008rabbitNum,357.0,167
008rabbitEn,60.0,167
008rabbitRe,56.8,167
008rabbitFa,7.2,167
KDFrabbitNum,13.0,167
KDFrabbitEn,267.5,167
KDFrabbitRe,352.6,167
KDFrabbitFa,6.6,167
008wolfNum,132.0,167
008wolfEn,706.6,167
008wolfRe,1046.9,167
008wolfFa,5.4,167
2UDrabbitNum,354.0,167
2UDrabbitEn,63.0,167
2UDrabbitRe,69.6,167
2UDrabbitFa,6.1,167
2UDwolfNum,51.0,167
2UDwolfEn,1602.6,167
2UDwolfRe,2252.5,167
2UDwolfFa,5.4,167
grassNum,3554.0,168
grassEn,199.5,168
grassRe,126.5,168
grassFa,4.9,168
KDFwolfNum,86.0,168
KDFwolfEn,227.9,168
KDFwolfRe,546.5,168
KDFwolfFa,5.4,168
008rabbitNum,371.0,168
008rabbitEn,59.1,168
008rabbitRe,56.9,168
008rabbitFa,7.3,168
KDFrabbitNum,13.0,168
KDFrabbitEn,264.5,168
KDFrabbitRe,353.1,168
KDFrabbitFa,6.1,168
008wolfNum,135.0,168
008wolfEn,703.0,168
008wolfRe,1046.8,168
008wolfFa,5.4,168
2UDrabbitNum,365.0,168
2UDrabbitEn,60.8,168
2UDrabbitRe,69.3,168
2UDrabbitFa,6.3,168
2UDwolfNum,51.0,168
2UDwolfEn,1614.1,168
2UDwolfRe,2252.5,168
2UDwolfFa,5.4,168
grassNum,3554.0,169
grassEn,200.0,169
grassRe,126.6,169
grassFa,4.9,169
KDFwolfNum,86.0,169
KDFwolfEn,226.2,169
KDFwolfRe,546.5,169
KDFwolfFa,5.4,169
008rabbitNum,385.0,169
008rabbitEn,54.2,169
008rabbitRe,56.8,169
008rabbitFa,7.3,169
KDFrabbitNum,13.0,169
KDFrabbitEn,270.5,169
KDFrabbitRe,353.1,169
KDFrabbitFa,6.1,169
008wolfNum,136.0,169
008wolfEn,702.1,169
008wolfRe,1046.9,169
008wolfFa,5.4,169
2UDrabbitNum,349.0,169
2UDrabbitEn,60.4,169
2UDrabbitRe,69.0,169
2UDrabbitFa,6.5,169
2UDwolfNum,53.0,169
2UDwolfEn,1602.1,169
2UDwolfRe,2252.4,169
2UDwolfFa,5.4,169
grassNum,3536.0,170
grassEn,200.9,170
grassRe,126.7,170
grassFa,4.9,170
KDFwolfNum,86.0,170
KDFwolfEn,222.4,170
KDFwolfRe,546.5,170
KDFwolfFa,5.4,170
008rabbitNum,403.0,170
008rabbitEn,51.9,170
008rabbitRe,56.5,170
008rabbitFa,7.3,170
KDFrabbitNum,14.0,170
KDFrabbitEn,238.6,170
KDFrabbitRe,352.9,170
KDFrabbitFa,6.5,170
008wolfNum,139.0,170
008wolfEn,701.1,170
008wolfRe,1046.9,170
008wolfFa,5.5,170
2UDrabbitNum,358.0,170
2UDrabbitEn,58.5,170
2UDrabbitRe,68.8,170
2UDrabbitFa,6.8,170
2UDwolfNum,54.0,170
2UDwolfEn,1592.6,170
2UDwolfRe,2252.4,170
2UDwolfFa,5.4,170
grassNum,3530.0,171
grassEn,200.9,171
grassRe,126.9,171
grassFa,4.9,171
KDFwolfNum,88.0,171
KDFwolfEn,212.8,171
KDFwolfRe,546.4,171
KDFwolfFa,5.4,171
008rabbitNum,396.0,171
008rabbitEn,52.0,171
008rabbitRe,56.5,171
008rabbitFa,7.4,171
KDFrabbitNum,14.0,171
KDFrabbitEn,242.1,171
KDFrabbitRe,352.9,171
KDFrabbitFa,6.5,171
008wolfNum,140.0,171
008wolfEn,705.3,171
008wolfRe,1046.8,171
008wolfFa,5.4,171
2UDrabbitNum,346.0,171
2UDrabbitEn,61.1,171
2UDrabbitRe,68.6,171
2UDrabbitFa,6.6,171
2UDwolfNum,54.0,171
2UDwolfEn,1597.7,171
2UDwolfRe,2252.4,171
2UDwolfFa,5.4,171
grassNum,3518.0,172
grassEn,201.7,172
grassRe,127.1,172
grassFa,4.9,172
KDFwolfNum,88.0,172
KDFwolfEn,210.3,172
KDFwolfRe,546.4,172
KDFwolfFa,5.4,172
008rabbitNum,414.0,172
008rabbitEn,49.8,172
008rabbitRe,56.4,172
008rabbitFa,7.5,172
KDFrabbitNum,15.0,172
KDFrabbitEn,215.5,172
KDFrabbitRe,351.5,172
KDFrabbitFa,6.4,172
008wolfNum,145.0,172
008wolfEn,699.9,172
008wolfRe,1046.9,172
008wolfFa,5.5,172
2UDrabbitNum,332.0,172
2UDrabbitEn,63.3,172
2UDrabbitRe,68.8,172
2UDrabbitFa,6.4,172
2UDwolfNum,54.0,172
2UDwolfEn,1599.9,172
2UDwolfRe,2252.4,172
2UDwolfFa,5.4,172
grassNum,3501.0,173
grassEn,203.1,173
grassRe,127.2,173
grassFa,4.9,173
KDFwolfNum,88.0,173
KDFwolfEn,206.4,173
KDFwolfRe,546.4,173
